,Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha),Total Rainfall,Avg Temp
24663,2000,Amarawati,FINGER MILLET,0.0,0.0,0.0,674.3,22.25
24666,2000,Amarawati,PIGEONPEA,99.6,67.3,675.7,674.3,22.25
24667,2000,Amarawati,MINOR PULSES,95.1,36.3,381.7,674.3,22.25
24668,2000,Amarawati,GROUNDNUT,6.6,4.7,712.12,674.3,22.25
24669,2000,Amarawati,SESAMUM,4.2,1.0,238.1,674.3,22.25
24674,2000,Amarawati,SUNFLOWER,3.4,1.9,558.82,674.3,22.25
24675,2000,Amarawati,SOYABEAN,180.3,125.1,693.84,674.3,22.25
24676,2000,Amarawati,OILSEEDS,204.5,135.1,660.64,674.3,22.25
24677,2000,Amarawati,SUGARCANE,3.5,28.69,8197.14,674.3,22.25
24678,2000,Amarawati,COTTON,309.1,25.45,82.34,674.3,22.25
55660,2000,Amarawati,RICE,8.9,4.4,494.38,674.3,22.25
55662,2000,Amarawati,KHARIF SORGHUM,118.7,170.1,1433.02,674.3,22.25
55665,2000,Amarawati,PEARL MILLET,0.9,0.5,555.56,674.3,22.25
55666,2000,Amarawati,MAIZE,0.9,0.9,1000.0,674.3,22.25
55667,2000,Amarawati,FINGER MILLET,0.0,0.0,0.0,674.3,22.25
55670,2000,Amarawati,PIGEONPEA,99.6,67.3,675.7,674.3,22.25
55671,2000,Amarawati,MINOR PULSES,95.1,36.3,381.7,674.3,22.25
55672,2000,Amarawati,GROUNDNUT,6.6,4.7,712.12,674.3,22.25
55673,2000,Amarawati,SESAMUM,4.2,1.0,238.1,674.3,22.25
55678,2000,Amarawati,SUNFLOWER,3.4,1.9,558.82,674.3,22.25
55679,2000,Amarawati,SOYABEAN,180.3,125.1,693.84,674.3,22.25
55680,2000,Amarawati,OILSEEDS,204.5,135.1,660.64,674.3,22.25
55681,2000,Amarawati,SUGARCANE,3.5,28.69,8197.14,674.3,22.25
55682,2000,Amarawati,COTTON,309.1,25.45,82.34,674.3,22.25
16284,2000,Aurangabad,RICE,1.8,1.1,611.11,,
16286,2000,Aurangabad,KHARIF SORGHUM,55.2,53.0,960.14,,
16289,2000,Aurangabad,PEARL MILLET,254.2,196.3,772.23,,
16290,2000,Aurangabad,MAIZE,120.1,115.4,960.87,,
16291,2000,Aurangabad,FINGER MILLET,0.0,0.0,0.0,,
16294,2000,Aurangabad,PIGEONPEA,98.2,31.8,323.83,,
16295,2000,Aurangabad,MINOR PULSES,135.2,50.5,373.52,,
16296,2000,Aurangabad,GROUNDNUT,16.0,8.5,531.25,,
16297,2000,Aurangabad,SESAMUM,12.7,3.1,244.09,,
16302,2000,Aurangabad,SUNFLOWER,17.4,8.3,477.01,,
16303,2000,Aurangabad,SOYABEAN,9.0,5.5,611.11,,
16304,2000,Aurangabad,OILSEEDS,110.7,43.0,388.44,,
16305,2000,Aurangabad,SUGARCANE,34.4,252.26,7333.14,,
16306,2000,Aurangabad,COTTON,270.6,25.29,93.46,,
47288,2000,Aurangabad,RICE,1.8,1.1,611.11,,
47290,2000,Aurangabad,KHARIF SORGHUM,55.2,53.0,960.14,,
47293,2000,Aurangabad,PEARL MILLET,254.2,196.3,772.23,,
47294,2000,Aurangabad,MAIZE,120.1,115.4,960.87,,
47295,2000,Aurangabad,FINGER MILLET,0.0,0.0,0.0,,
47298,2000,Aurangabad,PIGEONPEA,98.2,31.8,323.83,,
47299,2000,Aurangabad,MINOR PULSES,135.2,50.5,373.52,,
47300,2000,Aurangabad,GROUNDNUT,16.0,8.5,531.25,,
47301,2000,Aurangabad,SESAMUM,12.7,3.1,244.09,,
47306,2000,Aurangabad,SUNFLOWER,17.4,8.3,477.01,,
47307,2000,Aurangabad,SOYABEAN,9.0,5.5,611.11,,
47308,2000,Aurangabad,OILSEEDS,110.7,43.0,388.44,,
47309,2000,Aurangabad,SUGARCANE,34.4,252.26,7333.14,,
47310,2000,Aurangabad,COTTON,270.6,25.29,93.46,,
18676,2000,Beed,RICE,3.4,2.0,588.24,354.3,20.9290625
18678,2000,Beed,KHARIF SORGHUM,80.2,104.7,1305.49,354.3,20.9290625
18681,2000,Beed,PEARL MILLET,213.6,170.5,798.22,354.3,20.9290625
18682,2000,Beed,MAIZE,7.8,8.0,1025.64,354.3,20.9290625
18683,2000,Beed,FINGER MILLET,0.0,0.0,0.0,354.3,20.9290625
18686,2000,Beed,PIGEONPEA,53.4,19.2,359.55,354.3,20.9290625
18687,2000,Beed,MINOR PULSES,46.1,15.1,327.55,354.3,20.9290625
18688,2000,Beed,GROUNDNUT,18.0,11.5,638.89,354.3,20.9290625
18689,2000,Beed,SESAMUM,9.9,2.4,242.42,354.3,20.9290625
18694,2000,Beed,SUNFLOWER,32.3,15.5,479.88,354.3,20.9290625
18695,2000,Beed,SOYABEAN,3.3,4.4,1333.33,354.3,20.9290625
18696,2000,Beed,OILSEEDS,103.6,46.2,445.95,354.3,20.9290625
18697,2000,Beed,SUGARCANE,34.0,255.19,7505.59,354.3,20.9290625
18698,2000,Beed,COTTON,82.9,11.71,141.25,354.3,20.9290625
49680,2000,Beed,RICE,3.4,2.0,588.24,354.3,20.9290625
49682,2000,Beed,KHARIF SORGHUM,80.2,104.7,1305.49,354.3,20.9290625
49685,2000,Beed,PEARL MILLET,213.6,170.5,798.22,354.3,20.9290625
49686,2000,Beed,MAIZE,7.8,8.0,1025.64,354.3,20.9290625
49687,2000,Beed,FINGER MILLET,0.0,0.0,0.0,354.3,20.9290625
49690,2000,Beed,PIGEONPEA,53.4,19.2,359.55,354.3,20.9290625
49691,2000,Beed,MINOR PULSES,46.1,15.1,327.55,354.3,20.9290625
49692,2000,Beed,GROUNDNUT,18.0,11.5,638.89,354.3,20.9290625
49693,2000,Beed,SESAMUM,9.9,2.4,242.42,354.3,20.9290625
49698,2000,Beed,SUNFLOWER,32.3,15.5,479.88,354.3,20.9290625
49699,2000,Beed,SOYABEAN,3.3,4.4,1333.33,354.3,20.9290625
49700,2000,Beed,OILSEEDS,103.6,46.2,445.95,354.3,20.9290625
49701,2000,Beed,SUGARCANE,34.0,255.19,7505.59,354.3,20.9290625
49702,2000,Beed,COTTON,82.9,11.71,141.25,354.3,20.9290625
29440,2000,Bhandara,RICE,325.7,306.6,941.36,1680.4,23.16
29442,2000,Bhandara,KHARIF SORGHUM,0.0,0.0,0.0,1680.4,23.16
29445,2000,Bhandara,PEARL MILLET,0.0,0.0,0.0,1680.4,23.16
29446,2000,Bhandara,MAIZE,0.2,0.2,1000.0,1680.4,23.16
29447,2000,Bhandara,FINGER MILLET,0.0,0.0,0.0,1680.4,23.16
29450,2000,Bhandara,PIGEONPEA,9.5,7.3,768.42,1680.4,23.16
29451,2000,Bhandara,MINOR PULSES,22.3,8.7,390.13,1680.4,23.16
29452,2000,Bhandara,GROUNDNUT,0.3,0.5,1666.67,1680.4,23.16
29453,2000,Bhandara,SESAMUM,2.0,0.6,300.0,1680.4,23.16
29458,2000,Bhandara,SUNFLOWER,0.0,0.0,0.0,1680.4,23.16
29459,2000,Bhandara,SOYABEAN,9.7,7.7,793.81,1680.4,23.16
29460,2000,Bhandara,OILSEEDS,23.5,11.0,468.09,1680.4,23.16
29461,2000,Bhandara,SUGARCANE,2.2,15.61,7095.45,1680.4,23.16
29462,2000,Bhandara,COTTON,0.0,0.0,0.0,1680.4,23.16
60444,2000,Bhandara,RICE,325.7,306.6,941.36,1680.4,23.16
60446,2000,Bhandara,KHARIF SORGHUM,0.0,0.0,0.0,1680.4,23.16
60449,2000,Bhandara,PEARL MILLET,0.0,0.0,0.0,1680.4,23.16
60450,2000,Bhandara,MAIZE,0.2,0.2,1000.0,1680.4,23.16
60451,2000,Bhandara,FINGER MILLET,0.0,0.0,0.0,1680.4,23.16
60454,2000,Bhandara,PIGEONPEA,9.5,7.3,768.42,1680.4,23.16
60455,2000,Bhandara,MINOR PULSES,22.3,8.7,390.13,1680.4,23.16
60456,2000,Bhandara,GROUNDNUT,0.3,0.5,1666.67,1680.4,23.16
60457,2000,Bhandara,SESAMUM,2.0,0.6,300.0,1680.4,23.16
60462,2000,Bhandara,SUNFLOWER,0.0,0.0,0.0,1680.4,23.16
60463,2000,Bhandara,SOYABEAN,9.7,7.7,793.81,1680.4,23.16
60464,2000,Bhandara,OILSEEDS,23.5,11.0,468.09,1680.4,23.16
60465,2000,Bhandara,SUGARCANE,2.2,15.61,7095.45,1680.4,23.16
60466,2000,Bhandara,COTTON,0.0,0.0,0.0,1680.4,23.16
828,2000,Bombay,RICE,0.0,0.0,0.0,,
830,2000,Bombay,KHARIF SORGHUM,0.0,0.0,0.0,,
833,2000,Bombay,PEARL MILLET,0.0,0.0,0.0,,
834,2000,Bombay,MAIZE,0.0,0.0,0.0,,
835,2000,Bombay,FINGER MILLET,0.0,0.0,0.0,,
838,2000,Bombay,PIGEONPEA,0.0,0.0,0.0,,
839,2000,Bombay,MINOR PULSES,0.0,0.0,0.0,,
840,2000,Bombay,GROUNDNUT,0.0,0.0,0.0,,
841,2000,Bombay,SESAMUM,0.0,0.0,0.0,,
846,2000,Bombay,SUNFLOWER,0.0,0.0,0.0,,
847,2000,Bombay,SOYABEAN,0.0,0.0,0.0,,
848,2000,Bombay,OILSEEDS,0.0,0.0,0.0,,
849,2000,Bombay,SUGARCANE,0.0,0.0,0.0,,
850,2000,Bombay,COTTON,0.0,0.0,0.0,,
31832,2000,Bombay,RICE,0.0,0.0,0.0,,
31834,2000,Bombay,KHARIF SORGHUM,0.0,0.0,0.0,,
31837,2000,Bombay,PEARL MILLET,0.0,0.0,0.0,,
31838,2000,Bombay,MAIZE,0.0,0.0,0.0,,
31839,2000,Bombay,FINGER MILLET,0.0,0.0,0.0,,
31842,2000,Bombay,PIGEONPEA,0.0,0.0,0.0,,
31843,2000,Bombay,MINOR PULSES,0.0,0.0,0.0,,
31844,2000,Bombay,GROUNDNUT,0.0,0.0,0.0,,
31845,2000,Bombay,SESAMUM,0.0,0.0,0.0,,
31850,2000,Bombay,SUNFLOWER,0.0,0.0,0.0,,
31851,2000,Bombay,SOYABEAN,0.0,0.0,0.0,,
31852,2000,Bombay,OILSEEDS,0.0,0.0,0.0,,
31853,2000,Bombay,SUGARCANE,0.0,0.0,0.0,,
31854,2000,Bombay,COTTON,0.0,0.0,0.0,,
22264,2000,Buldhana,RICE,0.2,0.2,1000.0,211.4,22.21
22266,2000,Buldhana,KHARIF SORGHUM,128.4,193.7,1508.57,211.4,22.21
22269,2000,Buldhana,PEARL MILLET,7.9,4.9,620.25,211.4,22.21
22270,2000,Buldhana,MAIZE,21.1,20.1,952.61,211.4,22.21
22271,2000,Buldhana,FINGER MILLET,0.0,0.0,0.0,211.4,22.21
22274,2000,Buldhana,PIGEONPEA,59.1,23.9,404.4,211.4,22.21
22275,2000,Buldhana,MINOR PULSES,169.7,44.8,264.0,211.4,22.21
22276,2000,Buldhana,GROUNDNUT,6.9,3.5,507.25,211.4,22.21
22277,2000,Buldhana,SESAMUM,7.0,1.7,242.86,211.4,22.21
22282,2000,Buldhana,SUNFLOWER,8.3,4.6,554.22,211.4,22.21
22283,2000,Buldhana,SOYABEAN,68.1,51.4,754.77,211.4,22.21
22284,2000,Buldhana,OILSEEDS,96.3,63.2,656.28,211.4,22.21
22285,2000,Buldhana,SUGARCANE,1.2,10.36,8633.33,211.4,22.21
22286,2000,Buldhana,COTTON,219.8,15.16,68.97,211.4,22.21
53268,2000,Buldhana,RICE,0.2,0.2,1000.0,211.4,22.21
53270,2000,Buldhana,KHARIF SORGHUM,128.4,193.7,1508.57,211.4,22.21
53273,2000,Buldhana,PEARL MILLET,7.9,4.9,620.25,211.4,22.21
53274,2000,Buldhana,MAIZE,21.1,20.1,952.61,211.4,22.21
53275,2000,Buldhana,FINGER MILLET,0.0,0.0,0.0,211.4,22.21
53278,2000,Buldhana,PIGEONPEA,59.1,23.9,404.4,211.4,22.21
53279,2000,Buldhana,MINOR PULSES,169.7,44.8,264.0,211.4,22.21
53280,2000,Buldhana,GROUNDNUT,6.9,3.5,507.25,211.4,22.21
53281,2000,Buldhana,SESAMUM,7.0,1.7,242.86,211.4,22.21
53286,2000,Buldhana,SUNFLOWER,8.3,4.6,554.22,211.4,22.21
53287,2000,Buldhana,SOYABEAN,68.1,51.4,754.77,211.4,22.21
53288,2000,Buldhana,OILSEEDS,96.3,63.2,656.28,211.4,22.21
53289,2000,Buldhana,SUGARCANE,1.2,10.36,8633.33,211.4,22.21
53290,2000,Buldhana,COTTON,219.8,15.16,68.97,211.4,22.21
30636,2000,Chandrapur,RICE,287.1,230.9,804.25,471.9,23.45
30638,2000,Chandrapur,KHARIF SORGHUM,17.7,31.0,1751.41,471.9,23.45
30641,2000,Chandrapur,PEARL MILLET,0.0,0.0,0.0,471.9,23.45
30642,2000,Chandrapur,MAIZE,3.1,3.0,967.74,471.9,23.45
30643,2000,Chandrapur,FINGER MILLET,0.0,0.0,0.0,471.9,23.45
30646,2000,Chandrapur,PIGEONPEA,28.5,12.6,442.11,471.9,23.45
30647,2000,Chandrapur,MINOR PULSES,40.1,15.2,379.05,471.9,23.45
30648,2000,Chandrapur,GROUNDNUT,0.1,0.2,2000.0,471.9,23.45
30649,2000,Chandrapur,SESAMUM,3.8,0.9,236.84,471.9,23.45
30654,2000,Chandrapur,SUNFLOWER,0.0,0.0,0.0,471.9,23.45
30655,2000,Chandrapur,SOYABEAN,117.9,140.7,1193.38,471.9,23.45
30656,2000,Chandrapur,OILSEEDS,141.2,145.5,1030.45,471.9,23.45
30657,2000,Chandrapur,SUGARCANE,0.0,0.0,0.0,471.9,23.45
30658,2000,Chandrapur,COTTON,55.4,6.19,111.73,471.9,23.45
61640,2000,Chandrapur,RICE,287.1,230.9,804.25,471.9,23.45
61642,2000,Chandrapur,KHARIF SORGHUM,17.7,31.0,1751.41,471.9,23.45
61645,2000,Chandrapur,PEARL MILLET,0.0,0.0,0.0,471.9,23.45
61646,2000,Chandrapur,MAIZE,3.1,3.0,967.74,471.9,23.45
61647,2000,Chandrapur,FINGER MILLET,0.0,0.0,0.0,471.9,23.45
61650,2000,Chandrapur,PIGEONPEA,28.5,12.6,442.11,471.9,23.45
61651,2000,Chandrapur,MINOR PULSES,40.1,15.2,379.05,471.9,23.45
61652,2000,Chandrapur,GROUNDNUT,0.1,0.2,2000.0,471.9,23.45
61653,2000,Chandrapur,SESAMUM,3.8,0.9,236.84,471.9,23.45
61658,2000,Chandrapur,SUNFLOWER,0.0,0.0,0.0,471.9,23.45
61659,2000,Chandrapur,SOYABEAN,117.9,140.7,1193.38,471.9,23.45
61660,2000,Chandrapur,OILSEEDS,141.2,145.5,1030.45,471.9,23.45
61661,2000,Chandrapur,SUGARCANE,0.0,0.0,0.0,471.9,23.45
61662,2000,Chandrapur,COTTON,55.4,6.19,111.73,471.9,23.45
6716,2000,Dhule,RICE,25.9,6.7,258.69,208.7,22.78
6718,2000,Dhule,KHARIF SORGHUM,73.5,44.4,604.08,208.7,22.78
6721,2000,Dhule,PEARL MILLET,124.3,47.8,384.55,208.7,22.78
6722,2000,Dhule,MAIZE,20.2,13.0,643.56,208.7,22.78
6723,2000,Dhule,FINGER MILLET,6.9,3.2,463.77,208.7,22.78
6726,2000,Dhule,PIGEONPEA,29.9,11.1,371.24,208.7,22.78
6727,2000,Dhule,MINOR PULSES,105.4,36.1,342.5,208.7,22.78
6728,2000,Dhule,GROUNDNUT,52.9,15.5,293.01,208.7,22.78
6729,2000,Dhule,SESAMUM,10.7,1.6,149.53,208.7,22.78
6734,2000,Dhule,SUNFLOWER,1.2,0.7,583.33,208.7,22.78
6735,2000,Dhule,SOYABEAN,4.2,3.5,833.33,208.7,22.78
6736,2000,Dhule,OILSEEDS,70.0,21.6,308.57,208.7,22.78
6737,2000,Dhule,SUGARCANE,13.5,95.43,7068.89,208.7,22.78
6738,2000,Dhule,COTTON,95.5,8.55,89.53,208.7,22.78
37720,2000,Dhule,RICE,25.9,6.7,258.69,208.7,22.78
37722,2000,Dhule,KHARIF SORGHUM,73.5,44.4,604.08,208.7,22.78
37725,2000,Dhule,PEARL MILLET,124.3,47.8,384.55,208.7,22.78
37726,2000,Dhule,MAIZE,20.2,13.0,643.56,208.7,22.78
37727,2000,Dhule,FINGER MILLET,6.9,3.2,463.77,208.7,22.78
37730,2000,Dhule,PIGEONPEA,29.9,11.1,371.24,208.7,22.78
37731,2000,Dhule,MINOR PULSES,105.4,36.1,342.5,208.7,22.78
37732,2000,Dhule,GROUNDNUT,52.9,15.5,293.01,208.7,22.78
37733,2000,Dhule,SESAMUM,10.7,1.6,149.53,208.7,22.78
37738,2000,Dhule,SUNFLOWER,1.2,0.7,583.33,208.7,22.78
37739,2000,Dhule,SOYABEAN,4.2,3.5,833.33,208.7,22.78
37740,2000,Dhule,OILSEEDS,70.0,21.6,308.57,208.7,22.78
37741,2000,Dhule,SUGARCANE,13.5,95.43,7068.89,208.7,22.78
37742,2000,Dhule,COTTON,95.5,8.55,89.53,208.7,22.78
7912,2000,Jalgaon,RICE,1.7,2.1,1235.29,261.7,22.72
7914,2000,Jalgaon,KHARIF SORGHUM,142.1,167.1,1175.93,261.7,22.72
7917,2000,Jalgaon,PEARL MILLET,63.8,35.7,559.56,261.7,22.72
7918,2000,Jalgaon,MAIZE,9.7,6.4,659.79,261.7,22.72
7919,2000,Jalgaon,FINGER MILLET,0.0,0.0,0.0,261.7,22.72
7922,2000,Jalgaon,PIGEONPEA,25.7,8.5,330.74,261.7,22.72
7923,2000,Jalgaon,MINOR PULSES,105.1,29.8,283.54,261.7,22.72
7924,2000,Jalgaon,GROUNDNUT,11.3,6.3,557.52,261.7,22.72
7925,2000,Jalgaon,SESAMUM,26.3,5.9,224.33,261.7,22.72
7930,2000,Jalgaon,SUNFLOWER,1.8,0.9,500.0,261.7,22.72
7931,2000,Jalgaon,SOYABEAN,2.9,2.9,1000.0,261.7,22.72
7932,2000,Jalgaon,OILSEEDS,42.7,16.1,377.05,261.7,22.72
7933,2000,Jalgaon,SUGARCANE,14.5,120.34,8299.31,261.7,22.72
7934,2000,Jalgaon,COTTON,411.5,47.79,116.14,261.7,22.72
38916,2000,Jalgaon,RICE,1.7,2.1,1235.29,261.7,22.72
38918,2000,Jalgaon,KHARIF SORGHUM,142.1,167.1,1175.93,261.7,22.72
38921,2000,Jalgaon,PEARL MILLET,63.8,35.7,559.56,261.7,22.72
38922,2000,Jalgaon,MAIZE,9.7,6.4,659.79,261.7,22.72
38923,2000,Jalgaon,FINGER MILLET,0.0,0.0,0.0,261.7,22.72
38926,2000,Jalgaon,PIGEONPEA,25.7,8.5,330.74,261.7,22.72
38927,2000,Jalgaon,MINOR PULSES,105.1,29.8,283.54,261.7,22.72
38928,2000,Jalgaon,GROUNDNUT,11.3,6.3,557.52,261.7,22.72
38929,2000,Jalgaon,SESAMUM,26.3,5.9,224.33,261.7,22.72
38934,2000,Jalgaon,SUNFLOWER,1.8,0.9,500.0,261.7,22.72
38935,2000,Jalgaon,SOYABEAN,2.9,2.9,1000.0,261.7,22.72
38936,2000,Jalgaon,OILSEEDS,42.7,16.1,377.05,261.7,22.72
38937,2000,Jalgaon,SUGARCANE,14.5,120.34,8299.31,261.7,22.72
38938,2000,Jalgaon,COTTON,411.5,47.79,116.14,261.7,22.72
15088,2000,Kolhapur,RICE,106.7,233.7,2190.25,1434.9,19.8115625
15090,2000,Kolhapur,KHARIF SORGHUM,12.4,19.6,1580.65,1434.9,19.8115625
15093,2000,Kolhapur,PEARL MILLET,0.0,0.0,0.0,1434.9,19.8115625
15094,2000,Kolhapur,MAIZE,5.8,7.5,1293.1,1434.9,19.8115625
15095,2000,Kolhapur,FINGER MILLET,24.8,34.7,1399.19,1434.9,19.8115625
15098,2000,Kolhapur,PIGEONPEA,2.0,0.9,450.0,1434.9,19.8115625
15099,2000,Kolhapur,MINOR PULSES,14.4,5.8,402.78,1434.9,19.8115625
15100,2000,Kolhapur,GROUNDNUT,68.0,105.8,1555.88,1434.9,19.8115625
15101,2000,Kolhapur,SESAMUM,0.0,0.0,0.0,1434.9,19.8115625
15106,2000,Kolhapur,SUNFLOWER,0.3,0.2,666.67,1434.9,19.8115625
15107,2000,Kolhapur,SOYABEAN,62.9,121.9,1938.0,1434.9,19.8115625
15108,2000,Kolhapur,OILSEEDS,133.7,228.6,1709.8,1434.9,19.8115625
15109,2000,Kolhapur,SUGARCANE,89.7,815.83,9095.1,1434.9,19.8115625
15110,2000,Kolhapur,COTTON,0.1,0.02,200.0,1434.9,19.8115625
46092,2000,Kolhapur,RICE,106.7,233.7,2190.25,1434.9,19.8115625
46094,2000,Kolhapur,KHARIF SORGHUM,12.4,19.6,1580.65,1434.9,19.8115625
46097,2000,Kolhapur,PEARL MILLET,0.0,0.0,0.0,1434.9,19.8115625
46098,2000,Kolhapur,MAIZE,5.8,7.5,1293.1,1434.9,19.8115625
46099,2000,Kolhapur,FINGER MILLET,24.8,34.7,1399.19,1434.9,19.8115625
46102,2000,Kolhapur,PIGEONPEA,2.0,0.9,450.0,1434.9,19.8115625
46103,2000,Kolhapur,MINOR PULSES,14.4,5.8,402.78,1434.9,19.8115625
46104,2000,Kolhapur,GROUNDNUT,68.0,105.8,1555.88,1434.9,19.8115625
46105,2000,Kolhapur,SESAMUM,0.0,0.0,0.0,1434.9,19.8115625
46110,2000,Kolhapur,SUNFLOWER,0.3,0.2,666.67,1434.9,19.8115625
46111,2000,Kolhapur,SOYABEAN,62.9,121.9,1938.0,1434.9,19.8115625
46112,2000,Kolhapur,OILSEEDS,133.7,228.6,1709.8,1434.9,19.8115625
46113,2000,Kolhapur,SUGARCANE,89.7,815.83,9095.1,1434.9,19.8115625
46114,2000,Kolhapur,COTTON,0.1,0.02,200.0,1434.9,19.8115625
28244,2000,Nagpur,RICE,37.7,37.4,992.04,469.9,22.7084375
28246,2000,Nagpur,KHARIF SORGHUM,47.5,43.9,924.21,469.9,22.7084375
28249,2000,Nagpur,PEARL MILLET,0.0,0.0,0.0,469.9,22.7084375
28250,2000,Nagpur,MAIZE,0.5,0.5,1000.0,469.9,22.7084375
28251,2000,Nagpur,FINGER MILLET,0.0,0.0,0.0,469.9,22.7084375
28254,2000,Nagpur,PIGEONPEA,48.7,30.2,620.12,469.9,22.7084375
28255,2000,Nagpur,MINOR PULSES,13.3,5.3,398.5,469.9,22.7084375
28256,2000,Nagpur,GROUNDNUT,10.7,6.7,626.17,469.9,22.7084375
28257,2000,Nagpur,SESAMUM,0.6,0.2,333.33,469.9,22.7084375
28262,2000,Nagpur,SUNFLOWER,1.2,0.7,583.33,469.9,22.7084375
28263,2000,Nagpur,SOYABEAN,221.8,173.9,784.04,469.9,22.7084375
28264,2000,Nagpur,OILSEEDS,241.4,183.3,759.32,469.9,22.7084375
28265,2000,Nagpur,SUGARCANE,0.9,7.12,7911.11,469.9,22.7084375
28266,2000,Nagpur,COTTON,71.1,10.73,150.91,469.9,22.7084375
59248,2000,Nagpur,RICE,37.7,37.4,992.04,469.9,22.7084375
59250,2000,Nagpur,KHARIF SORGHUM,47.5,43.9,924.21,469.9,22.7084375
59253,2000,Nagpur,PEARL MILLET,0.0,0.0,0.0,469.9,22.7084375
59254,2000,Nagpur,MAIZE,0.5,0.5,1000.0,469.9,22.7084375
59255,2000,Nagpur,FINGER MILLET,0.0,0.0,0.0,469.9,22.7084375
59258,2000,Nagpur,PIGEONPEA,48.7,30.2,620.12,469.9,22.7084375
59259,2000,Nagpur,MINOR PULSES,13.3,5.3,398.5,469.9,22.7084375
59260,2000,Nagpur,GROUNDNUT,10.7,6.7,626.17,469.9,22.7084375
59261,2000,Nagpur,SESAMUM,0.6,0.2,333.33,469.9,22.7084375
59266,2000,Nagpur,SUNFLOWER,1.2,0.7,583.33,469.9,22.7084375
59267,2000,Nagpur,SOYABEAN,221.8,173.9,784.04,469.9,22.7084375
59268,2000,Nagpur,OILSEEDS,241.4,183.3,759.32,469.9,22.7084375
59269,2000,Nagpur,SUGARCANE,0.9,7.12,7911.11,469.9,22.7084375
59270,2000,Nagpur,COTTON,71.1,10.73,150.91,469.9,22.7084375
19872,2000,Nanded,RICE,26.7,20.1,752.81,559.8,22.3640625
19874,2000,Nanded,KHARIF SORGHUM,209.0,256.6,1227.75,559.8,22.3640625
19877,2000,Nanded,PEARL MILLET,0.2,0.1,500.0,559.8,22.3640625
19878,2000,Nanded,MAIZE,0.1,0.1,1000.0,559.8,22.3640625
19879,2000,Nanded,FINGER MILLET,0.0,0.0,0.0,559.8,22.3640625
19882,2000,Nanded,PIGEONPEA,53.2,25.4,477.44,559.8,22.3640625
19883,2000,Nanded,MINOR PULSES,105.1,43.2,411.04,559.8,22.3640625
19884,2000,Nanded,GROUNDNUT,7.3,4.3,589.04,559.8,22.3640625
19885,2000,Nanded,SESAMUM,8.7,1.7,195.4,559.8,22.3640625
19890,2000,Nanded,SUNFLOWER,13.8,6.0,434.78,559.8,22.3640625
19891,2000,Nanded,SOYABEAN,10.1,9.1,900.99,559.8,22.3640625
19892,2000,Nanded,OILSEEDS,51.8,24.6,474.9,559.8,22.3640625
19893,2000,Nanded,SUGARCANE,14.7,95.36,6487.07,559.8,22.3640625
19894,2000,Nanded,COTTON,270.0,14.18,52.52,559.8,22.3640625
50876,2000,Nanded,RICE,26.7,20.1,752.81,559.8,22.3640625
50878,2000,Nanded,KHARIF SORGHUM,209.0,256.6,1227.75,559.8,22.3640625
50881,2000,Nanded,PEARL MILLET,0.2,0.1,500.0,559.8,22.3640625
50882,2000,Nanded,MAIZE,0.1,0.1,1000.0,559.8,22.3640625
50883,2000,Nanded,FINGER MILLET,0.0,0.0,0.0,559.8,22.3640625
50886,2000,Nanded,PIGEONPEA,53.2,25.4,477.44,559.8,22.3640625
50887,2000,Nanded,MINOR PULSES,105.1,43.2,411.04,559.8,22.3640625
50888,2000,Nanded,GROUNDNUT,7.3,4.3,589.04,559.8,22.3640625
50889,2000,Nanded,SESAMUM,8.7,1.7,195.4,559.8,22.3640625
50894,2000,Nanded,SUNFLOWER,13.8,6.0,434.78,559.8,22.3640625
50895,2000,Nanded,SOYABEAN,10.1,9.1,900.99,559.8,22.3640625
50896,2000,Nanded,OILSEEDS,51.8,24.6,474.9,559.8,22.3640625
50897,2000,Nanded,SUGARCANE,14.7,95.36,6487.07,559.8,22.3640625
50898,2000,Nanded,COTTON,270.0,14.18,52.52,559.8,22.3640625
5520,2000,Nasik,RICE,45.6,39.8,872.81,583.1,21.2
5522,2000,Nasik,KHARIF SORGHUM,12.5,10.4,832.0,583.1,21.2
5525,2000,Nasik,PEARL MILLET,346.5,186.9,539.39,583.1,21.2
5526,2000,Nasik,MAIZE,22.6,14.8,654.87,583.1,21.2
5527,2000,Nasik,FINGER MILLET,44.8,21.5,479.91,583.1,21.2
5530,2000,Nasik,PIGEONPEA,8.6,3.0,348.84,583.1,21.2
5531,2000,Nasik,MINOR PULSES,57.3,22.8,397.91,583.1,21.2
5532,2000,Nasik,GROUNDNUT,37.7,22.3,591.51,583.1,21.2
5533,2000,Nasik,SESAMUM,0.7,0.2,285.71,583.1,21.2
5538,2000,Nasik,SUNFLOWER,1.4,0.8,571.43,583.1,21.2
5539,2000,Nasik,SOYABEAN,7.5,8.8,1173.33,583.1,21.2
5540,2000,Nasik,OILSEEDS,69.8,36.6,524.36,583.1,21.2
5541,2000,Nasik,SUGARCANE,25.1,228.45,9101.59,583.1,21.2
5542,2000,Nasik,COTTON,5.7,0.97,170.18,583.1,21.2
36524,2000,Nasik,RICE,45.6,39.8,872.81,583.1,21.2
36526,2000,Nasik,KHARIF SORGHUM,12.5,10.4,832.0,583.1,21.2
36529,2000,Nasik,PEARL MILLET,346.5,186.9,539.39,583.1,21.2
